product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,1.5995862473282085,0.021557385779049518,1.5780288615491591
product1,20221111,1.2949987027970162,0.01951225491224759,1.2754864478847687
product1,20221114,1.0668443969503667,0.02102299636891651,1.0458214005814501
product1,20221115,0.8959431627699399,0.01990700922797274,0.8760361535419672
product1,20221116,0.7679279068841962,0.02073139072174463,0.7471965161624515
product1,20221117,0.6720368162312691,0.02012241878798306,0.651914397443286
product1,20221118,0.6002086485415157,0.020572267333724338,0.5796363812077914
product1,20221121,0.5464050507459591,0.02023996349033445,0.5261650872556247
product1,20221122,0.5061029348928915,0.020485436873269872,0.4856174980196216
product1,20221123,0.4759142373190607,0.02030410529095934,0.45561013202810136
product100,20221110,0.19486982094878846,0.23645291814381017,-0.04158309719502171
product100,20221111,0.15249484517648537,0.35905963017836495,-0.20656478500187958
product100,20221114,0.22312395732831514,0.42109044678671637,-0.19796648945840123
product100,20221115,0.15308694284023439,0.3833323819005386,-0.2302454390603042
product100,20221116,0.20042224148199875,0.327052644275304,-0.12663040279330526
product100,20221117,0.1856688795957125,0.31869113749790495,-0.13302225790219246
product100,20221118,0.1705512068325074,0.346837259061376,-0.17628605222886862
product100,20221121,0.20395727167312644,0.3668207754008547,-0.1628635037277283
product100,20221122,0.16702447543978524,0.3612410692784366,-0.19421659383865134
product100,20221123,0.19495337503549914,0.34665056191234833,-0.1516971868768492
product101,20221110,3.6606176647900917,2.301370192520838,1.3592474722692538
product101,20221111,3.440927567637339,6.162929393005461,-2.722001825368122
product101,20221114,3.6329170061963247,7.626088002807666,-3.9931709966113416
product101,20221115,3.465135458480201,6.316358944304941,-2.85122348582474
product101,20221116,3.61176148106409,5.066404546436171,-1.4546430653720814
product101,20221117,3.4836234897806477,5.205897332275105,-1.7222738424944577
product101,20221118,3.595604600096598,5.877733087546093,-2.282128487449495
product101,20221121,3.4977431544629223,6.080684531485023,-2.5829413770221006
product101,20221122,3.5832652797079048,5.8319508014672135,-2.2486855217593087
product101,20221123,3.508526613637131,5.631457404544532,-2.122930790907401
product102,20221110,0.11508088466188907,0.39044450109163775,-0.2753636164297487
product102,20221111,0.10529657481131932,0.5978685358540055,-0.49257196104268614
product102,20221114,0.10098412093585456,0.6421763090964382,-0.5411921881605837
product102,20221115,0.09908339837984023,0.6180970474392234,-0.5190136490593832
product102,20221116,0.0982456511622999,0.5928432836211848,-0.4945976324588849
product102,20221117,0.09787641242291847,0.5835821051412429,-0.4857056927183244
product102,20221118,0.09771366971986269,0.5841955589936594,-0.4864818892737967
product102,20221121,0.0976419405523266,0.5868244575208958,-0.48918251696856924
product102,20221122,0.09761032578018129,0.5882507601434599,-0.4906404343632786
product102,20221123,0.09759639150696814,0.5884640106337525,-0.4908676191267844
product103,20221110,2.980519735079632,0.8500651150578348,2.1304546200217973
product103,20221111,2.6178776938249273,1.5077048389502696,1.1101728548746577
product103,20221114,2.680032242989133,1.3695202335733732,1.3105120094157598
product103,20221115,2.669379346903397,1.1052305850149668,1.56414876188843
product103,20221116,2.6712051858249164,1.098848395828151,1.5723567899967654
product103,20221117,2.670892248597283,1.1919909618648574,1.4789012867324256
product103,20221118,2.670945884056186,1.2139333307149285,1.4570125533412577
product103,20221121,2.6709366912782175,1.1852642958799728,1.4856723953982447
product103,20221122,2.6709382668621413,1.1713679099285208,1.4995703569336205
product103,20221123,2.6709379968170355,1.1786845022419739,1.4922534945750616
product104,20221110,0.8865338084457948,11.800813979645056,-10.914280171199263
product104,20221111,0.9990806453340015,5.529056829602089,-4.5299761842680875
product104,20221114,1.0388583580823634,8.993032607537323,-7.95417424945496
product104,20221115,1.051466495310411,7.437414243172888,-6.385947747862477
product104,20221116,1.056049958380984,7.945004597249275,-6.888954638868291
product104,20221117,1.0574512156882607,7.904871291526133,-6.8474200758378725
product104,20221118,1.0579838782509838,7.794575587455273,-6.736591709204289
product104,20221121,1.0581375708940006,7.914866479283273,-6.856728908389272
product104,20221122,1.058200277218542,7.829129631726875,-6.7709293545083336
product104,20221123,1.0582167585688882,7.877941689087391,-6.819724930518502
product105,20221110,1.294147243892217,5.0384905003500595,-3.7443432564578423
product105,20221111,1.2930366538709999,9.578907445300368,-8.285870791429367
product105,20221114,1.2934553457205746,10.240332586964488,-8.946877241243914
product105,20221115,1.2932974991151205,8.261680000288614,-6.968382501173493
product105,20221116,1.2933570072017448,7.077926207118461,-5.7845691999167155
product105,20221117,1.2933345726846166,7.553718081829847,-6.26038350914523
product105,20221118,1.2933430304856874,8.349341976523739,-7.055998946038052
product105,20221121,1.2933398418991648,8.455454347035133,-7.162114505135968
product105,20221122,1.2933410439945945,8.10450702383352,-6.8111659798389255
product105,20221123,1.2933405908052544,7.900134567852489,-6.606793977047235
product106,20221110,17.334034982005562,8.886748702132412,8.44728627987315
product106,20221111,16.697408846218487,9.55030825593829,7.147100590280196
product106,20221114,16.755959774146902,9.81249658855694,6.9434631855899624
product106,20221115,16.750574806473466,9.916093502152817,6.834481304320649
product106,20221116,16.751070065521784,9.957027133330838,6.794042932190946
product106,20221117,16.751024516218646,9.973200995111647,6.777823521106999
product106,20221118,16.751028705418264,9.979591676743752,6.771437028674512
product106,20221121,16.751028320134797,9.982116788697619,6.768911531437178
product106,20221122,16.751028355569574,9.983114521137853,6.76791383443172
product106,20221123,16.751028352310612,9.98350874921189,6.767519603098723
product107,20221110,27.114837373326374,10.980194095170136,16.13464327815624
product107,20221111,31.01780790691973,4.192138450162324,26.825669456757407
product107,20221114,27.67017718373788,8.803585206605817,18.866591977132064
product107,20221115,30.541485425072054,6.823423666685605,23.718061758386447
product107,20221116,28.078725431963434,6.928662972803394,21.15006245916004
product107,20221117,30.191068055560734,7.684990896062169,22.506077159498567
product107,20221118,28.379283158960327,6.825121154429869,21.554162004530458
product107,20221121,29.93327561969057,7.418042790039496,22.515232829651072
product107,20221122,28.600395225037932,7.157771550418145,21.44262367461979
product107,20221123,29.743624803908947,7.177402450903636,22.566222353005312
product108,20221110,16.03315904898336,18.930853485914103,-2.897694436930742
product108,20221111,16.404081834742563,12.209820186957145,4.194261647785417
product108,20221114,16.324209921823154,24.449035725590548,-8.124825803767393
product108,20221115,16.341408979735835,15.053837367533072,1.287571612202763
product108,20221116,16.33770545515164,20.646303380837846,-4.3085979256862075
product108,20221117,16.338502946177915,17.800040973725093,-1.4615380275471779
product108,20221118,16.338331220049863,19.063155048115963,-2.7248238280661
product108,20221121,16.338368198350665,18.58597773669202,-2.2476095383413544
product108,20221122,16.33836023570255,18.723271609484975,-2.384911373782426
product108,20221123,16.338361950323385,18.709790946686123,-2.371428996362738
product109,20221110,12.936018004906213,8.16847229903567,4.767545705870543
product109,20221111,13.109824865993634,8.007912337040207,5.101912528953427
product109,20221114,13.473490762895041,9.390165574675624,4.083325188219417
product109,20221115,13.457034744967972,9.235439999347497,4.221594745620475
product109,20221116,13.49379498214369,9.11401899351188,4.37977598863181
product109,20221117,13.488833253883076,9.144779654950124,4.344053598932952
product109,20221118,13.492851128526333,9.153320938323516,4.339530190202817
product109,20221121,13.492002188924921,9.149135748844776,4.3428664400801456
product109,20221122,13.49246942130813,9.14878505964038,4.34368436166775
product109,20221123,13.492344337243297,9.149254070366409,4.343090266876889
product110,20221110,0.4334695903323841,0.0024223222954847974,0.4310472680368993
product110,20221111,0.5726874095164927,0.001815536148864237,0.5708718733676285
product110,20221114,0.6340975335893467,0.0020513319580897074,0.632046201631257
product110,20221115,0.6504407781329443,0.0019597022068866656,0.6484810759260576
product110,20221116,0.6491880822289423,0.0019953093338034252,0.6471927728951389
product110,20221117,0.6444430233104701,0.0019814724798272888,0.6424615508306428
product110,20221118,0.6409944076249133,0.001986849451926288,0.639007558172987
product110,20221121,0.639369896248914,0.0019847599719763458,0.6373851362769377
product110,20221122,0.638883704638895,0.001985571939451874,0.6368981326994431
product110,20221123,0.63887443155211,0.0019852564106135457,0.6368891751414965
product111,20221110,0.8678222302519984,0.24264853573588718,0.6251736945161113
product111,20221111,0.7944529372606036,0.9813304458605988,-0.1868775085999952
product111,20221114,0.8560668376264466,1.6191399830585866,-0.76307314543214
product111,20221115,0.8043248545227348,1.5470145827241384,-0.7426897282014036
product111,20221116,0.8477766210820383,1.1928768284633289,-0.34510020738129055
product111,20221117,0.8112867939847703,1.0631528617748154,-0.25186606779004506
product111,20221118,0.8419301391700865,1.180229874993549,-0.3382997358234624
product111,20221121,0.8161965394562982,1.3002460135212426,-0.48404947406494436
product111,20221122,0.837807044126226,1.297683652045486,-0.45987660791926
product111,20221123,0.8196590229677737,1.236204832742073,-0.4165458097742992
product112,20221110,0.09782319182982319,0.16240419932210648,-0.0645810074922833
product112,20221111,0.0952113873706604,0.2050773279682478,-0.10986594059758739
product112,20221114,0.09741753731712285,0.16168023620848015,-0.0642626988913573
product112,20221115,0.09555403732607204,0.12471504700597077,-0.029161009679898736
product112,20221116,0.0971281063154509,0.12600415921123573,-0.028876052895784834
product112,20221117,0.09579851511865835,0.1417740188248099,-0.04597550370615154
product112,20221118,0.09692159978808307,0.14830346034115569,-0.05138186055307262
product112,20221121,0.09597294791844105,0.1447448634731091,-0.04877191555466806
product112,20221122,0.09677425915905863,0.14046826288495745,-0.04369400372589882
product112,20221123,0.09609740421902421,0.14001646512882154,-0.04391906090979733
product113,20221110,0.06821117592704386,0.007267490863737495,0.060943685063306365
product113,20221111,0.0663421326163307,0.010105816301585606,0.0562363163147451
product113,20221114,0.0665256095374139,0.011214326988724276,0.055311282548689625
product113,20221115,0.0665075983011963,0.011647256887147857,0.05486034141404845
product113,20221116,0.06650936639621431,0.011816338068884453,0.05469302832732986
product113,20221117,0.06650919282900578,0.011882372884501351,0.054626819944504426
product113,20221118,0.06650920986744295,0.011908162844263704,0.05460104702317925
product113,20221121,0.06650920819484393,0.011918235137467375,0.054590973057376556
product113,20221122,0.06650920835903666,0.011922168881114732,0.05458703947792193
product113,20221123,0.06650920834291849,0.01192370520842076,0.054585503134497726
product114,20221110,0.3342113773231875,0.04600782421786928,0.2882035531053182
product114,20221111,0.33418935407999517,0.05145258147782281,0.28273677260217234
product114,20221114,0.33419505616177636,0.04706012473179317,0.2871349314299832
product114,20221115,0.3341935798244197,0.05060365759186156,0.28358992223255813
product114,20221116,0.33419396206586666,0.04774497830225115,0.2864489837636155
product114,20221117,0.3341938630989719,0.05005116469971263,0.2841426983992593
product114,20221118,0.33419388872268785,0.048190691676675064,0.2860031970460128
product114,20221121,0.3341938820884005,0.0496915937170568,0.2845022883713437
product114,20221122,0.33419388380609705,0.04848076888545344,0.2857131149206436
product114,20221123,0.3341938833613648,0.04945757931903405,0.28473630404233075
product115,20221110,9.88987094603502,4.9326822078684485,4.957188738166571
product115,20221111,9.56781524602666,4.935769117298069,4.632046128728591
product115,20221114,9.870437957756947,4.935841981502033,4.934595976254913
product115,20221115,9.67274336266213,4.9357737963441926,4.736969566317938
product115,20221116,9.805583943910445,4.935768433162183,4.869815510748262
product115,20221117,9.71654820167863,4.935769737703922,4.780778463974709
product115,20221118,9.77623744907965,4.935769933016799,4.840467516062851
product115,20221121,9.736222793526391,4.935769913035754,4.800452880490637
product115,20221122,9.763047985652689,4.9357699074011006,4.827278078251588
product115,20221123,9.745064804047068,4.935769907565211,4.809294896481857
product116,20221110,0.38005467315144476,1.1663323231179783,-0.7862776499665336
product116,20221111,0.3529555376584812,1.3057360697282299,-0.9527805320697487
product116,20221114,0.3469057620900156,1.2621472051187435,-0.9152414430287279
product116,20221115,0.3491868775089199,1.2757766029229227,-0.9265897254140028
product116,20221116,0.3491522399169516,1.2715149529311462,-0.9223627130141947
product116,20221117,0.3490416763419336,1.272847488741851,-0.9238058123999174
product116,20221118,0.3490599920739048,1.2724308304779774,-0.9233708384040726
product116,20221121,0.349062859433301,1.272561111486157,-0.9234982520528561
product116,20221122,0.3490615006171118,1.2725203751260175,-0.9234588745089056
product116,20221123,0.3490615586160005,1.272533112600655,-0.9234715539846544
product117,20221110,19.243062051171464,11.487488214958734,7.755573836212729
product117,20221111,19.333702542047803,8.640017777695862,10.693684764351941
product117,20221114,19.25254633362741,14.75227256874088,4.500273764886531
product117,20221115,19.32521065948769,9.941774159659243,9.383436499828449
product117,20221116,19.260149657310535,12.887593206174895,6.37255645113564
product117,20221117,19.318402919199116,11.315334944288123,8.003067974910993
product117,20221118,19.266245061079754,12.072379873702108,7.1938651873776465
product117,20221121,19.312945315716185,11.741249440235425,7.57169587548076
product117,20221122,19.2711316013164,11.871036440553235,7.400095160763167
product117,20221123,19.308570084800447,11.82763326117152,7.480936823628927
product118,20221110,15.193727897490469,10.231483732737928,4.962244164752541
product118,20221111,13.260502871675255,7.104776931126976,6.15572594054828
product118,20221114,12.82333941336389,12.16082597167306,0.6625134416908303
product118,20221115,13.064524081433008,8.3825764975146,4.681947583918408
product118,20221116,13.051720873719034,10.605833850893477,2.4458870228255574
product118,20221117,13.03496797198324,9.474808668810986,3.560159303172254
product118,20221118,13.03930968624993,9.98372905974799,3.055580626501939
product118,20221121,13.039789636344295,9.78356183437388,3.2562278019704145
product118,20221122,13.039347361751139,9.848152958149127,3.1911944036020117
product118,20221123,13.039396567554371,9.835242550429031,3.20415401712534
product119,20221110,0.9296305373078574,2.2901848550966526,-1.3605543177887953
product119,20221111,0.702363317436981,0.7525884041719699,-0.05022508673498893
product119,20221114,0.8900855545441309,1.7806278543863405,-0.8905422998422097
product119,20221115,0.7250546399767477,1.2627319744670356,-0.5376773344902879
product119,20221116,0.8686716410148853,1.4267395776046654,-0.5580679365897802
product119,20221117,0.7434876197512901,1.4483325796964117,-0.7048449599451216
product119,20221118,0.8525762807683817,1.362406756415134,-0.5098304756467524
product119,20221121,0.7575096120118622,1.4465708194541287,-0.6890612074422665
product119,20221122,0.8403560940974818,1.388896459324475,-0.5485403652269932
product119,20221123,0.7681588988988007,1.41875283490623,-0.6505939360074292
product12,20221110,2.8542989073620717,2.158143877869534,0.6961550294925378
product12,20221111,2.7270268535851447,1.88707111680085,0.8399557367842947
product12,20221114,2.9716994354712245,1.7252240763889266,1.246475359082298
product12,20221115,2.8383314101918704,1.6307097501008294,1.207621660091041
product12,20221116,2.974723348119865,1.575738682014381,1.3989846661054839
product12,20221117,2.8776972093714557,1.543790566456106,1.3339066429153497
product12,20221118,2.9618046093782,1.5252255287098007,1.4365790806683991
product12,20221121,2.896600929647716,1.5144376717046482,1.3821632579430678
product12,20221122,2.9503792925372876,1.5081690446210294,1.4422102479162582
product12,20221123,2.907537962446568,1.5045264629375534,1.4030114995090144
